ego.id,alter.id,relation
OKY-005-02,SPS-964-01,3
OKY-005-02,SPS-965-01,3
OKY-006-01,SP-614-02,1
OKY-006-01,OKYG-008-02,3
OKY-006-01,OKYG-002-02,3
OKY-006-01,SP-304-02,3
OKY-007-02,SP-683-01,3
OKY-007-02,SP-796-01,3
OKY-007-02,SP-704-01,3
OKY-007-02,SP-404-01,3
OKY-008-02,SP-129-01,2
OKY-010-02,OKYG-019-01,3
OKY-011-02,SP-743-01,1
OKY-011-02,SP-429-01,4
OKY-011-02,SP-450-01,4
OKY-011-02,SP-250-01,4
OKY-011-02,SP-536-01,4
OKY-011-02,SP-166-01,4
OKY-012-02,SP-880-01,3
OKY-012-02,SPS-966-01,3
OKY-012-02,SP-432-01,3
OKY-012-02,SPS-967-01,3
OKY-012-02,SPS-968-01,3
OKY-012-02,SPS-969-01,3
OKY-013-02,SP-370-01,3
OKY-013-02,SP-732-01,3
OKY-013-02,SPS-970-01,4
OKY-013-02,SPS-971-01,3
OKY-014-02,SP-254-01,1
OKY-015-02,SP-309-01,3
OKY-015-02,SP-022-01,3
OKY-016-01,SP-090-02,1
ENJ-001-02,SP-405-01,1
ENJ-001-02,SP-205-01,3
ENJ-003-02,SP-634-01,1
ENJ-003-02,SP-167-01,4
ENJ-004-01,ENJ-007-02,1
ENJ-005-02,SP-788-01,2
ENJ-006-02,SP-340-01,3
ENJ-006-02,SP-311-01,2
ENJ-008-01,SP-206-02,3
RUW-001-02,TJA-005-01,1
RUW-001-02,SP-882-01,3
RUW-002-02,ENJ-004-01,1
RUW-002-02,SP-292-01,3
RUW-002-02,SP-680-01,3
RUW-004-02,SP-384-01,2
RUW-005-01,SP-151-02,2
RUW-006-02,SP-753-01,1
RUW-006-02,SPS-972-01,3
RUW-006-02,SPS-973-01,4
RUW-006-02,SPS-974-01,3
RUW-006-02,SPS-975-01,4
RUW-006-02,SPS-976-01,3
RUW-006-02,SPS-977-01,4
RUW-006-02,SPS-978-01,3
RUW-006-02,SPS-979-01,4
RUW-006-02,SPS-980-01,3
RUW-006-02,SPS-981-01,4
RUW-007-01,SP-151-02,2
RUW-007-01,OMH-034-02,3
RUW-007-01,SP-002-02,1
RUW-009-01,SP-313-02,2
RUW-009-01,SP-033-02,2
RUW-010-01,RUW-001-02,4
RUW-011-02,SP-806-01,3
RUW-011-02,SP-259-01,3
RUW-011-02,SP-679-01,1
RUW-011-02,SP-484-01,3
RUW-011-02,SP-114-01,3
RUW-012-02,SP-066-01,1
RUW-012-02,ENJ-002-01,3
RUW-013-01,SP-312-02,1
TJA-001-01,SP-218-02,1
TJA-002-01,SP-033-02,2
TJA-003-02,SP-504-01,1
TJA-003-02,SP-066-01,2
TJA-003-02,SP-352-01,2
TJA-004-01,SP-664-02,2
TJA-006-01,SP-879-02,2
HDV-001-02,SP-723-01,1
HDV-001-02,SP-512-01,3
HDV-001-02,SP-131-01,3
HDV-001-02,SP-224-01,3
HDV-003-01,SP-363-02,1
HDV-004-01,SP-754-02,1
HDV-004-01,SP-241-02,2
HDV-004-01,SP-033-02,3
OKA-001-02,SP-375-01,1
OKA-001-02,SP-320-01,4
OKA-002-02,SP-365-01,1
OKA-002-02,SP-103-01,1
OKA-002-02,SP-650-01,1
OKA-002-02,SP-500-01,1
OKA-002-02,SP-201-01,3
OKA-003-02,SP-409-01,1
OKA-004-02,OKA-008-01,2
OKA-004-02,SPS-982-01,4
OKA-004-02,SPS-983-01,4
OKA-004-02,SPS-984-01,4
OKA-004-02,SPS-985-01,4
OKA-004-02,SPS-986-01,4
OKA-005-02,SP-361-01,4
OKA-005-02,SPS-987-01,4
OKA-005-02,SP-713-01,2
OKA-005-02,SP-369-01,2
OKA-005-02,SP-357-01,2
OKA-005-02,SP-810-01,3
OKA-005-02,OKA-011-01,3
OKA-006-01,SP-802-02,1
OKA-006-01,SP-047-02,2
OKA-007-01,SP-402-02,1
OKA-008-01,TVG-004-02,2
OKA-009-01,SP-348-02,1
OKA-009-01,BANG-007-02,3
OKA-010-01,SP-335-02,2
OKA-011-01,SP-005-02,1
OKA-012-01,SP-138-02,1
OKA-012-01,NDW-002-02,3
OKA-013-02,ETG-001-01,3
OKA-013-02,SP-120-01,2
OKA-013-02,OKA-011-01,3
OKA-015-02,SP-024-01,1
OKA-016-01,SP-289-02,1
OKA-016-01,SP-790-02,3
OKA-017-01,SP-691-02,1
OKA-017-01,SP-091-02,3
OKA-018-02,SP-624-01,1
OKA-018-02,SP-213-01,2
OKA-019-01,SP-245-02,3
KNB-001-02,SP-885-01,2
KNB-002-02,SP-843-01,3
KNB-002-02,SP-480-01,3
KNB-002-02,SP-021-01,3
KNB-002-02,SP-436-01,3
KNB-003-02,SP-384-01,3
KNB-003-02,SP-534-01,4
KNB-003-02,SP-247-01,2
KNB-003-02,SP-036-01,3
KNB-004-01,SP-718-02,3
KNB-004-01,SP-151-02,2
KNB-004-01,SP-841-02,3
KNB-005-02,SP-089-01,3
KNB-005-02,SP-724-01,3
KNB-005-02,SP-036-01,2
KNB-005-02,SP-738-01,2
TMG-001-02,SP-699-01,1
TMG-001-02,SP-549-01,2
TMG-001-02,SP-452-01,3
TMG-001-02,SP-055-01,3
TMG-003-01,SP-863-02,1
TMG-004-01,SP-482-02,2
TMG-005-01,SP-874-02,1
TMG-005-01,SP-707-02,3
TMG-006-01,TMG-011-02,1
TMG-006-01,SP-569-02,2
TMG-007-01,SP-565-02,2
TMG-008-01,SP-721-02,3
TMG-009-01,SP-012-02,1
TMG-010-01,SP-494-02,3
TMG-010-01,SP-116-02,3
TMG-012-02,SP-165-01,2
TMG-013-01,SP-421-02,1
TMG-014-02,SP-537-01,1
TMG-015-01,SP-239-02,1
GRB-002-02,SP-249-01,1
GRB-002-02,SP-782-01,2
GRB-002-02,SP-122-01,3
GRB-002-02,SP-231-01,3
GRB-002-02,SP-647-01,3
GRB-002-02,SP-728-01,3
GRB-003-02,SP-086-01,3
OZJ-036-01,SP-547-02,3
SP-109-02,SP-092-01,1
SP-887-02,SP-733-01,1
SP-019-02,SP-018-01,1
SP-022-01,ETG-019-02,1
SP-277-01,SP-766-02,1
SP-152-01,SP-041-02,1
SP-804-01,SP-854-02,1
SP-847-01,SP-226-02,1
SP-098-01,SP-095-02,1
SP-336-01,SP-670-02,1
SP-196-01,OMH-024-02,1
SP-047-02,SP-064-01,1
SP-872-02,SP-240-01,1
SP-864-01,SPS-988-02,1
SP-195-01,SP-182-02,1
SP-440-01,SP-668-02,1
SP-327-01,SP-706-02,1
SP-190-01,SP-438-02,1
SP-328-02,SP-392-01,1
SP-894-02,SP-528-01,1
SP-146-02,SP-248-01,1
SP-146-02,SP-819-01,1
SP-899-02,SPS-989-01,1
SP-900-02,SPS-990-01,1
SP-901-02,SPS-991-01,1
SP-902-02,SPS-992-01,1
SP-041-02,SP-853-01,1
SP-041-02,SP-110-01,1
SP-702-01,SP-839-02,1
SP-128-01,SP-048-02,1
SP-709-01,SP-299-02,1
SP-503-01,SP-481-02,1
SP-145-02,SPS-993-01,1
SP-145-02,SPS-994-01,1
SP-154-02,SPS-995-01,1
SP-091-02,SP-397-01,1
SP-058-02,SP-281-01,1
SP-058-02,SP-866-01,1
SP-058-02,SP-603-01,1
SP-871-01,SP-881-02,1
SP-220-02,SP-424-01,1
SP-851-02,SP-100-01,1
SP-063-02,SP-783-01,1
SP-091-02,SP-315-01,1
SP-767-01,SPS-996-02,1
SP-595-01,SP-262-02,1
SP-446-01,SP-491-02,1
SP-403-01,SP-505-02,1
SP-192-01,SP-058-02,1
SP-354-01,SP-293-02,1
SP-295-02,SP-525-01,1
SP-102-01,SP-068-02,1
SP-468-02,SP-202-01,1
SP-379-01,SP-264-02,1
SP-040-01,SP-487-02,1
SP-176-02,SP-745-01,1
OTNG-013-02,SP-720-01,1
SP-014-01,SP-015-02,1
SP-812-01,SP-876-02,1
SP-269-01,SP-011-02,1
SP-833-01,SP-316-02,1
SP-298-02,SP-285-01,1
SP-502-02,SP-219-01,1
SP-475-02,SP-563-01,1
SP-272-01,SP-395-02,1
SP-010-01,SP-011-02,1
SP-013-01,SP-012-02,1
SP-193-01,SP-183-02,1
SP-075-01,SP-654-02,1
SP-798-01,SP-060-02,1
SP-380-02,SPS-997-01,1
OHA-035-01,SP-027-02,1
SP-261-01,SP-171-02,1
SP-642-02,SP-237-01,1
SP-027-02,SP-194-01,1
SP-406-01,SP-495-02,1
SP-021-01,SP-020-02,1
SP-185-02,SP-845-01,1
SP-564-01,SP-278-02,1
SP-437-02,SP-662-01,1
SP-301-02,SP-752-01,1
SP-761-02,SP-345-01,1
SP-510-02,SP-242-01,1
SP-616-01,SP-692-02,1
SP-661-01,SP-712-02,1
SP-188-01,SP-396-02,1
SP-467-01,SP-216-02,1
SP-465-01,SP-347-02,1
SP-026-01,SP-025-02,1
SP-524-01,SPS-998-02,1
SP-273-01,SP-567-02,1
SP-076-01,SP-004-02,1
SP-097-01,SP-638-02,1
SP-678-02,SPS-999-01,1
SP-714-02,SP-433-01,1
SP-059-02,SP-815-01,1
SP-059-02,SP-836-01,1
SP-008-02,SPS-1000-01,1
SP-493-01,SP-892-02,1
SP-350-01,SP-741-02,1
SP-157-01,SP-134-02,1
SP-555-01,SPS-1001-02,1
SP-926-01,SPS-1002-02,1
SPS-927-01,SPS-1003-02,1
SPS-928-01,SPS-1004-02,1
SPS-929-01,SPS-1004-02,1
SPS-930-01,SPS-1005-02,1
SP-136-01,SP-104-02,1
SP-665-01,SP-300-02,1
SP-585-01,SP-275-02,1
SP-049-02,SP-834-01,1
SP-049-02,SP-399-01,1
SP-049-02,SP-521-01,1
SP-821-02,SP-233-01,1
SP-387-02,SP-527-01,1
SP-620-02,SP-444-01,1
SP-003-02,SP-094-01,1
SP-159-02,SP-878-01,1
SP-159-02,SP-291-01,1
SP-221-02,SPS-1006-01,1
SP-337-01,SP-666-02,1
SP-817-01,SP-807-02,1
SP-622-01,SPS-1007-02,1
SP-010-01,SP-011-02,1
SP-875-01,SP-605-02,1
SP-073-01,SPS-1008-02,1
SP-175-02,SPS-1009-01,1
SP-689-02,SPS-1010-01,1
SP-808-02,SP-456-01,1
SP-135-02,SP-435-01,1
SP-135-02,SP-715-01,1
SP-459-02,SPS-1011-01,1
SP-215-02,SPS-1012-01,1
SP-471-01,SP-214-02,1
SP-160-01,SP-687-02,1
SP-693-01,SP-391-02,1
SP-780-01,SP-338-02,1
SP-001-02,RUW-007-01,1
SP-594-02,SPS-1013-01,1
SP-108-02,SP-158-01,1
SP-296-01,SP-473-02,1
SP-367-01,SP-566-02,1
SP-731-01,SP-179-02,1
SP-271-01,SP-284-02,1
SP-708-01,SP-052-02,1
SP-371-01,SP-479-02,1
SP-386-02,SP-606-01,1
SP-083-02,SP-623-01,1
SP-083-02,SP-823-01,1
SP-083-02,SP-267-01,1
SP-274-02,SPS-1014-01,1
SP-457-02,SPS-1015-01,1
SP-016-01,SP-017-02,1
SP-588-01,SP-209-02,1
SP-685-02,SP-541-01,1
SP-004-02,SP-230-01,1
SP-597-01,SP-584-02,1
SP-082-02,SP-755-01,1
SP-082-02,SP-234-01,1
SP-082-02,SP-543-01,1
SP-142-02,SP-540-01,1
SP-142-02,SP-531-01,1
SP-884-02,SP-831-01,1
SP-283-01,SPS-1016-02,1
SP-515-01,SP-607-02,1
SPS-933-01,SPS-1017-02,1
SPS-934-01,SPS-1018-02,1
SPS-935-01,SPS-1019-02,1
SP-649-02,SP-198-01,1
SP-124-02,SP-372-01,1
SP-208-02,SP-716-01,1
SP-850-02,SP-835-01,1
SP-554-02,SP-341-01,1
SP-413-02,SP-813-01,1
SP-184-02,SP-349-01,1
SP-698-02,SP-838-01,1
SP-658-02,SP-886-01,1
SP-416-02,SP-509-01,1
SP-489-02,SP-286-01,1
SP-756-01,SP-310-02,1
SP-748-01,SP-478-02,1
SP-057-02,SP-633-01,1
SP-469-02,SPS-1020-01,1
SP-362-01,SP-330-02,1
SP-366-01,SP-636-02,1
SP-694-01,SP-186-02,1
SP-529-01,SP-004-02,1
SP-846-01,SP-125-02,1
SP-499-01,SP-125-02,1
SP-576-01,SP-342-02,1
SP-147-01,SP-148-02,1
SP-877-01,SP-651-02,1
SP-251-01,SP-260-02,1
SPS-936-01,SP-660-02,1
SP-539-01,SP-490-02,1
SP-538-01,SP-087-02,1
SP-079-01,SP-427-02,1
SP-615-01,SP-865-02,1
SP-795-01,SP-377-02,1
SP-711-01,SP-629-02,1
OKYG-005-01,SP-443-02,1
SP-769-01,SP-070-02,1
SP-323-01,SP-710-02,1
SP-486-01,SP-051-02,1
SP-580-01,SP-051-02,1
SP-181-01,SP-180-02,1
SP-737-01,SP-734-02,1
SP-031-01,SPS-1021-02,1
SP-043-02,OKYG-044-01,1
SP-750-02,SP-631-01,1
SP-868-01,SP-684-02,1
SP-062-01,SPS-1022-02,1
SP-740-02,SP-343-01,1
SP-318-01,SP-573-02,1
SP-523-01,SP-811-02,1
SP-742-01,SP-061-02,1
SP-078-01,SP-052-02,1
SP-372-01,SP-071-02,1
SP-334-01,SP-411-02,1
SP-417-01,SP-818-02,1
SP-501-02,SPS-1023-01,1
SP-770-02,SP-374-01,1
SP-090-02,SP-700-01,1
SP-034-01,SP-717-02,1
SP-800-01,SPS-1024-02,1
SP-794-01,SPS-1025-02,1
SP-792-01,SP-560-02,1
SP-690-01,SP-612-02,1
SP-627-01,SP-042-02,1
SP-364-01,SP-042-02,1
SP-621-01,SP-869-02,1
SP-890-02,SP-401-01,1
SP-682-02,SP-896-01,1
SPS-946-01,SPS-1026-02,1
SPS-947-01,SPS-1027-02,1
SPS-948-01,SPS-1028-02,1
SPS-949-01,SPS-1029-02,1
SPS-950-01,SPS-1030-02,1
SPS-951-01,SPS-1031-02,1
SPS-952-01,SPS-1032-02,1
SPS-953-01,SPS-1033-02,1
SPS-954-01,SPS-1034-02,1
SPS-955-01,SPS-1035-02,1
SPS-956-01,SPS-1036-02,1
SPS-957-01,SPS-1037-02,1
SPS-958-01,SPS-1038-02,1
SPS-959-01,SPS-1039-02,1
SPS-960-01,SPS-1040-02,1
SPS-961-01,SPS-1041-02,1
SPS-962-01,SPS-1042-02,1
SPS-963-01,SPS-1043-02,1
SPS-964-01,SPS-1044-02,1
SPS-965-01,SPS-1045-02,1
OKYG-008-02,SP-105-01,1
SP-304-02,SP-426-01,1
SP-796-01,SP-420-02,1
OKYG-019-01,SPS-1046-02,1
SP-880-01,SP-415-02,1
SP-432-01,SP-656-02,1
SPS-967-01,SP-655-02,1
SP-370-01,SP-610-02,1
SP-732-01,SPS-1047-02,1
SP-022-01,ETG-019-02,1
SP-206-02,SP-586-01,1
SP-001-02,SP-282-01,1
SP-313-02,SP-210-01,1
SP-033-02,SP-113-01,1
SP-806-01,SP-645-02,1
SP-484-01,SP-701-02,1
SP-312-02,SPS-1048-01,1
SP-066-01,RUW-012-02,1
SP-352-01,SP-590-02,1
SP-512-01,SP-319-02,1
SP-131-01,SP-669-02,1
SP-320-01,SP-781-02,1
SP-402-02,SP-410-01,1
SP-138-02,SPS-1049-01,1
SP-138-02,SPS-1050-01,1
SP-091-02,SPS-1051-01,1
SP-534-01,SP-674-02,1
SP-036-01,SP-115-02,1
SP-718-02,SP-526-01,1
SP-738-01,SP-497-02,1
SP-863-02,SPS-1052-01,1
SP-421-02,SP-393-01,1
SP-122-01,SP-067-02,1
SP-231-01,SP-778-02,1
SP-728-01,SP-203-02,1
